"기준_년분기_코드","행정동_코드","행정동_코드_명","총_상주인구_수","남성_상주인구_수","여성_상주인구_수","연령대_10_상주인구_수","연령대_20_상주인구_수","연령대_30_상주인구_수","연령대_40_상주인구_수","연령대_50_상주인구_수","연령대_60_이상_상주인구_수","남성연령대_10_상주인구_수","남성연령대_20_상주인구_수","남성연령대_30_상주인구_수","남성연령대_40_상주인구_수","남성연령대_50_상주인구_수","남성연령대_60_이상_상주인구_수","여성연령대_10_상주인구_수","여성연령대_20_상주인구_수","여성연령대_30_상주인구_수","여성연령대_40_상주인구_수","여성연령대_50_상주인구_수","여성연령대_60_이상_상주인구_수","총_가구_수","아파트_가구_수","비_아파트_가구_수"
"20191","11350695","상계6?7동","35218","16445","18773","6600","4745","5464","6283","5636","6490","3317","2332","2569","2870","2612","2745","3283","2413","2895","3413","3024","3745","13884","13300","584"
"20191","11350700","상계8동","24761","11956","12805","5527","2613","5467","4322","3013","3819","2820","1315","2681","2119","1431","1590","2707","1298","2786","2203","1582","2229","9310","9209","101"
"20191","11350710","상계9동","22556","10861","11695","4227","2885","3192","3991","3664","4597","2232","1508","1595","1816","1705","2005","1995","1377","1597","2175","1959","2592","8514","8403","111"
"20191","11350720","상계10동","17165","7934","9231","2831","2493","2771","2874","2893","3303","1407","1203","1328","1271","1331","1394","1424","1290","1443","1603","1562","1909","6662","6191","471"
"20191","11380510","녹번동","32487","15649","16838","4452","4253","5048","5212","5332","8190","2251","2071","2575","2616","2557","3579","2201","2182","2473","2596","2775","4611","14600","2122","12478"
"20191","11380520","불광1동","30338","14549","15789","4619","3855","4490","5026","4999","7349","2416","1954","2153","2471","2349","3206","2203","1901","2337","2555","2650","4143","12662","5609","7053"
"20191","11380530","불광2동","40888","19772","21116","5112","5919","6157","6227","6998","10475","2618","2961","3201","3107","3259","4626","2494","2958","2956","3120","3739","5849","18490","1322","17168"
"20191","11380551","갈현1동","24172","11830","12342","3168","3700","3496","3756","4133","5919","1648","1915","1820","1839","1939","2669","1520","1785","1676","1917","2194","3250","10773","612","10161"
"20191","11380552","갈현2동","30216","14472","15744","4785","4362","4541","5078","4925","6525","2445","2098","2310","2412","2310","2897","2340","2264","2231","2666","2615","3628","12370","535","11835"
"20191","11380560","구산동","33520","16812","16708","5200","4495","4523","5451","5711","8140","2552","2252","2334","2736","2884","4054","2648","2243","2189","2715","2827","4086","12666","1466","11200"
"20191","11380570","대조동","32573","15407","17166","4125","5074","5437","5119","5114","7704","2013","2340","2737","2536","2455","3326","2112","2734","2700","2583","2659","4378","15710","789","14921"
"20191","11380580","응암1동","25757","12396","13361","4495","3277","4045","4492","3806","5642","2378","1564","1977","2231","1832","2414","2117","1713","2068","2261","1974","3228","11105","1516","9589"
"20191","11380590","응암2동","13467","6545","6922","2941","1384","2256","2698","1822","2366","1532","716","1037","1388","870","1002","1409","668","1219","1310","952","1364","5153","3140","2013"
"20191","11380600","응암3동","33658","16613","17045","4389","4429","4905","5313","5557","9065","2341","2326","2576","2711","2764","3895","2048","2103","2329","2602","2793","5170","15466","788","14678"
"20191","11380625","역촌동","49593","23684","25909","7690","6684","7966","8343","7957","10953","3902","3213","3913","4148","3735","4773","3788","3471","4053","4195","4222","6180","20644","772","19872"
"20191","11380631","신사1동","27610","13406","14204","4091","3830","4328","4442","4516","6403","2099","1986","2175","2185","2111","2850","1992","1844","2153","2257","2405","3553","11159","1727","9432"
"20191","11380632","신사2동","21670","10854","10816","3271","2935","3162","3462","3692","5148","1747","1574","1682","1732","1785","2334","1524","1361","1480","1730","1907","2814","8915","1584","7331"
"20191","11380640","증산동","17141","8461","8680","2398","2303","2341","2650","2983","4466","1229","1205","1173","1338","1454","2062","1169","1098","1168","1312","1529","2404","7125","1408","5717"
"20191","11380650","수색동","11411","5741","5670","1414","1472","1588","1626","2059","3252","737","795","840","857","1055","1457","677","677","748","769","1004","1795","4961","1417","3544"
"20191","11380690","진관동","55804","26521","29283","12611","6488","7103","11183","7904","10515","6514","2922","3128","5415","3888","4654","6097","3566","3975","5768","4016","5861","19911","0","19911"
"20191","11410520","천연동","18701","8935","9766","3126","2336","2675","3227","2976","4361","1551","1177","1306","1621","1460","1820","1575","1159","1369","1606","1516","2541","8197","3107","5090"
"20191","11410555","북아현동","17272","8258","9014","2590","2640","3090","2791","2877","3284","1300","1205","1542","1374","1430","1407","1290","1435","1548","1417","1447","1877","7475","1637","5838"
"20191","11410565","충현동","18131","8854","9277","2165","2815","2635","2787","3174","4555","1109","1422","1320","1404","1572","2027","1056","1393","1315","1383","1602","2528","8773","857","7916"
"20191","11410585","신촌동","18428","8435","9993","1873","6055","3398","2051","2035","3016","989","2445","1679","1014","993","1315","884","3610","1719","1037","1042","1701","11718","1056","10662"
"20191","11410615","연희동","37292","18078","19214","4663","7003","6017","5665","5470","8474","2367","3637","2989","2751","2611","3723","2296","3366","3028","2914","2859","4751","18407","2523","15884"
"20191","11410620","홍제1동","22979","10817","12162","3485","2919","3291","3807","3687","5790","1708","1442","1621","1826","1691","2529","1777","1477","1670","1981","1996","3261","9459","3056","6403"
"20191","11410640","홍제3동","16053","7786","8267","2132","2143","2008","2461","2781","4528","1094","1049","1066","1222","1396","1959","1038","1094","942","1239","1385","2569","6888","2113","4775"
"20191","11410655","홍제2동","14707","7058","7649","2187","1902","2029","2283","2672","3634","1141","973","977","1107","1280","1580","1046","929","1052","1176","1392","2054","5804","4019","1785"
"20191","11410660","홍은1동","22272","10869","11403","3196","2997","2720","3412","3965","5982","1626","1519","1406","1688","1983","2647","1570","1478","1314","1724","1982","3335","9193","3571","5622"
"20191","11410685","홍은2동","28833","14112","14721","4148","4240","3891","4692","4848","7014","2130","2193","2021","2305","2355","3108","2018","2047","1870","2387","2493","3906","12443","1836","10607"
"20191","11410690","남가좌1동","17491","8413","9078","3889","1909","2825","3328","2396","3144","1927","922","1260","1727","1190","1387","1962","987","1565","1601","1206","1757","6239","5349","890"
"20191","11410700","남가좌2동","22223","10793","11430","3354","3354","3147","3563","3482","5323","1713","1687","1584","1781","1704","2324","1641","1667","1563","1782","1778","2999","9914","2997","6917"
"20191","11410710","북가좌1동","17534","8484","9050","3247","2116","2537","3099","2752","3783","1686","1042","1183","1572","1322","1679","1561","1074","1354","1527","1430","2104","6403","3890","2513"
"20191","11410720","북가좌2동","35181","17207","17974","5024","5007","4965","5715","5913","8557","2552","2608","2521","2846","2825","3855","2472","2399","2444","2869","3088","4702","15141","2306","12835"
"20191","11440555","아현동","26813","12707","14106","4487","3491","5656","4293","4169","4717","2128","1618","2680","2155","2037","2089","2359","1873","2976","2138","2132","2628","11177","7314","3863"
"20191","11440565","공덕동","37998","18110","19888","4931","6009","6526","5962","6438","8132","2475","2799","3245","2937","3127","3527","2456","3210","3281","3025","3311","4605","17352","5011","12341"
"20191","11440585","도화동","22525","10747","11778","3409","3007","3928","3567","3549","5065","1808","1417","1868","1724","1703","2227","1601","1590","2060","1843","1846","2838","9553","4331","5222"
"20191","11440590","용강동","19984","9530","10454","3776","2285","3624","3949","2810","3540","1848","1081","1734","1939","1391","1537","1928","1204","1890","2010","1419","2003","8366","4579","3787"
"20191","11440600","대흥동","11917","5826","6091","1133","2774","1912","1791","1697","2610","604","1308","942","949","919","1104","529","1466","970","842","778","1506","7148","467","6681"
"20191","11440610","염리동","11946","5805","6141","1967","1705","1648","2169","1758","2699","1000","841","805","1106","883","1170","967","864","843","1063","875","1529","5503","1503","4000"
"20191","11440630","신수동","21183","10365","10818","3476","3040","3501","3773","3102","4291","1801","1585","1719","1823","1542","1895","1675","1455","1782","1950","1560","2396","9079","3285","5794"
"20191","11440655","서강동","25142","12033","13109","3838","4487","4561","4296","3676","4284","1959","2164","2114","2081","1794","1921","1879","2323","2447","2215","1882","2363","11498","2477","9021"
"20191","11440660","서교동","24656","11486","13170","2442","5003","5527","3923","3114","4647","1255","2240","2553","1893","1488","2057","1187","2763","2974","2030","1626","2590","13831","459","13372"
"20191","11440680","합정동","18409","8612","9797","2444","3245","4023","2642","2445","3610","1248","1436","1919","1311","1154","1544","1196","1809","2104","1331","1291","2066","9096","675","8421"
"20191","11440690","망원1동","21189","10110","11079","2722","3259","4072","3472","3092","4572","1379","1555","1981","1734","1514","1947","1343","1704","2091","1738","1578","2625","10212","928","9284"
"20191","11440700","망원2동","19581","9386","10195","3242","2662","3279","3500","2817","4081","1619","1263","1564","1760","1395","1785","1623","1399","1715","1740","1422","2296","8164","1945","6219"
"20191","11440710","연남동","16597","7820","8777","1737","3139","3522","2553","2202","3444","884","1433","1678","1296","1039","1490","853","1706","1844","1257","1163","1954","8767","825","7942"
"20191","11440720","성산1동","19834","9413","10421","2766","2976","3668","3606","2826","3992","1409","1446","1775","1704","1339","1740","1357","1530","1893","1902","1487","2252","9166","349","8817"
"20191","11440730","성산2동","40544","19064","21480","6992","6015","6846","7220","5623","7848","3585","2693","3251","3501","2760","3274","3407","3322","3595","3719","2863","4574","17594","5008","12586"
"20191","11440740","상암동","32983","15854","17129","7727","4046","4594","6857","4343","5416","3950","1845","2098","3401","2186","2374","3777","2201","2496","3456","2157","3042","12625","6846","5779"
"20191","11470510","목1동","28906","13908","14998","7408","3429","3224","6524","4559","3762","3707","1699","1391","3024","2355","1732","3701","1730","1833","3500","2204","2030","9461","5409","4052"
"20191","11470520","목2동","31095","15225","15870","4837","4898","5838","4757","5055","5710","2519","2466","2957","2277","2401","2605","2318","2432","2881","2480","2654","3105","12654","2228","10426"
"20191","11470530","목3동","21970","10630","11340","3077","3464","4051","3242","3688","4448","1673","1742","2033","1543","1682","1957","1404","1722","2018","1699","2006","2491","9297","2459","6838"
"20191","11470540","목4동","26806","13215","13591","5378","4140","3181","5027","4741","4339","2854","2215","1561","2267","2392","1926","2524","1925","1620","2760","2349","2413","9915","1645","8270"
"20191","11470550","목5동","43444","21497","21947","11281","5199","4374","9405","6999","6186","6073","2700","1920","4205","3626","2973","5208","2499","2454","5200","3373","3213","13564","11615","1949"
"20191","11470560","신월1동","21678","11151","10527","2786","2846","3113","3442","4089","5402","1431","1522","1686","1819","2142","2551","1355","1324","1427","1623","1947","2851","9888","890","8998"
